# ECalBin GEMLayer xMin xMax yMin yMax
171 0 -0.25 0.1 0.15 0.45
171 1 -0.25 0.1 0.15 0.45
171 2 -0.25 0.1 0.15 0.45
171 3 -0.25 0.1 0.15 0.45
171 4 -0.25 0.1 0.15 0.45
171 5 -0.25 0.1 0.1 0.45
171 6 -0.3 0.1 0.1 0.45
171 7 -0.35 0.1 0.15 0.45
172 0 -0.25 0.15 0.15 0.4
172 1 -0.25 0.15 0.15 0.4
172 2 -0.25 0.15 0.15 0.4
172 3 -0.25 0.15 0.1 0.4
172 4 -0.25 0.15 0.05 0.4
172 5 -0.25 0.15 0.15 0.4
172 6 -0.3 0.15 0.15 0.65
172 7 -0.3 0.15 0.05 0.45
173 0 -0.2 0.2 0.1 0.35
173 1 -0.2 0.2 0.1 0.35
173 2 -0.2 0.2 0.1 0.35
173 3 -0.2 0.2 0.05 0.35
173 4 -0.2 0.2 0.1 0.35
173 5 -0.2 0.2 0.05 0.35
173 6 -0.2 0.2 0.1 0.35
173 7 -0.2 0.2 0.1 0.35
174 0 -0.15 0.2 0.1 0.35
174 1 -0.15 0.2 0.1 0.35
174 2 -0.15 0.2 0.05 0.35
174 3 -0.15 0.2 0.1 0.35
174 4 -0.15 0.25 0.1 0.35
174 5 -0.15 0.25 0.05 0.3
174 6 -0.2 0.25 0 0.3
174 7 -0.15 0.3 0.05 0.4
175 0 -0.1 0.25 0.05 0.3
175 1 -0.1 0.25 0.05 0.3
175 2 -0.1 0.25 0.05 0.3
175 3 -0.1 0.25 0.05 0.3
175 4 -0.1 0.25 0.05 0.3
175 5 -0.05 0.25 0.05 0.3
175 6 -0.15 0.3 0.05 0.3
175 7 -0.1 0.3 0 0.3
176 0 -0.05 0.25 0.05 0.25
176 1 -0.05 0.25 0.05 0.3
176 2 0 0.25 0.05 0.3
176 3 -0.05 0.25 0.05 0.35
176 4 -0.05 0.25 0.05 0.25
176 5 -0.05 0.25 0 0.35
176 6 -0.05 0.3 -0.05 0.3
176 7 0 0.35 -0.05 0.3
177 0 0 0.25 0.05 0.3
177 1 0 0.25 0.05 0.3
177 2 0 0.25 0 0.25
177 3 0 0.25 -0.05 0.25
177 4 0 0.25 -0.05 0.25
177 5 0 0.25 0 0.25
177 6 0 0.35 0 0.3
177 7 0.05 0.35 0 0.25
178 0 0.05 0.25 -0.05 0.25
178 1 0 0.25 -0.05 0.25
178 2 0.05 0.25 -0.05 0.25
178 3 0.05 0.25 -0.05 0.25
178 4 0.05 0.25 -0.1 0.25
178 5 0.05 0.25 -0.1 0.25
178 6 0 0.35 -0.15 0.25
178 7 0.1 0.35 -0.2 0.25
179 0 nan nan nan nan
179 1 nan nan nan nan
179 2 nan nan nan nan
179 3 nan nan nan nan
179 4 nan nan nan nan
179 5 nan nan nan nan
179 6 nan nan nan nan
179 7 nan nan nan nan
180 0 -0.25 0.1 0.25 0.65
180 1 -0.25 0.1 0.25 0.65
180 2 -0.25 0.1 0.25 0.65
180 3 -0.25 0.1 0.25 0.65
180 4 -0.25 0.1 0.25 0.65
180 5 -0.25 0.1 0.25 0.65
180 6 -0.3 0.1 0.2 0.7
180 7 -0.3 0.2 0.2 0.65
181 0 -0.2 0.15 0.2 0.6
181 1 -0.25 0.1 0.25 0.65
181 2 -0.25 0.1 0.25 0.65
181 3 -0.25 0.1 0.25 0.65
181 4 -0.25 0.15 0.2 0.65
181 5 -0.25 0.2 0.2 0.65
181 6 -0.35 0.15 0.2 0.55
181 7 -0.25 0.15 0.15 0.7
182 0 -0.2 0.15 0.2 0.45
182 1 -0.2 0.15 0.2 0.45
182 2 -0.2 0.2 0.2 0.45
182 3 -0.2 0.25 0.2 0.45
182 4 -0.2 0.2 0.2 0.5
182 5 -0.2 0.2 0.2 0.45
182 6 -0.25 0.2 0.15 0.45
182 7 -0.2 0.2 0.2 0.45
183 0 -0.15 0.2 0.15 0.4
183 1 -0.15 0.2 0.15 0.4
183 2 -0.15 0.2 0.15 0.4
183 3 -0.15 0.25 0.15 0.4
183 4 -0.15 0.25 0.1 0.4
183 5 -0.15 0.25 0.15 0.4
183 6 -0.15 0.25 0.15 0.45
183 7 -0.1 0.25 0.15 0.4
184 0 -0.1 0.25 0.1 0.35
184 1 -0.05 0.25 0.1 0.35
184 2 -0.05 0.25 0.1 0.35
184 3 -0.05 0.25 0.1 0.4
184 4 -0.1 0.25 0.15 0.4
184 5 -0.1 0.25 0.05 0.4
184 6 -0.1 0.3 0.1 0.4
184 7 -0.1 0.3 0.1 0.4
185 0 -0.05 0.25 0.1 0.35
185 1 -0.05 0.25 0.1 0.4
185 2 -0.05 0.25 0.1 0.35
185 3 -0.05 0.25 0.1 0.35
185 4 -0.05 0.25 0.1 0.35
185 5 -0.05 0.25 0.05 0.35
185 6 -0.05 0.3 0.05 0.35
185 7 -0.05 0.35 0.05 0.35
186 0 0 0.25 0.05 0.3
186 1 0 0.25 0.05 0.3
186 2 0 0.25 0.05 0.3
186 3 0 0.25 0.05 0.3
186 4 0 0.25 0.05 0.3
186 5 0.05 0.25 0.05 0.35
186 6 0.05 0.3 0.05 0.3
186 7 0.05 0.35 0.05 0.35
187 0 0.05 0.25 0.05 0.3
187 1 0.05 0.25 0.05 0.3
187 2 0.05 0.25 0.05 0.3
187 3 0.05 0.25 0 0.3
187 4 0.05 0.25 -0.05 0.3
187 5 0.05 0.25 0.05 0.3
187 6 0.05 0.35 0.05 0.3
187 7 0.05 0.35 0.05 0.35
188 0 nan nan nan nan
188 1 nan nan nan nan
188 2 nan nan nan nan
188 3 nan nan nan nan
188 4 nan nan nan nan
188 5 nan nan nan nan
188 6 nan nan nan nan
188 7 nan nan nan nan
189 0 nan nan nan nan
189 1 nan nan nan nan
189 2 nan nan nan nan
189 3 nan nan nan nan
189 4 nan nan nan nan
189 5 nan nan nan nan
189 6 nan nan nan nan
189 7 nan nan nan nan
190 0 -0.25 0.15 0.3 0.65
190 1 -0.25 0.15 0.3 0.65
190 2 -0.25 0.15 0.3 0.65
190 3 -0.25 0.15 0.3 0.65
190 4 -0.25 0.15 0.3 0.65
190 5 -0.25 0.2 0.3 0.65
190 6 -0.3 0.2 0.35 0.7
190 7 -0.3 0.2 0.35 0.75
191 0 -0.15 0.2 0.25 0.5
191 1 -0.15 0.2 0.25 0.55
191 2 -0.15 0.2 0.25 0.55
191 3 -0.15 0.2 0.25 0.55
191 4 -0.15 0.2 0.25 0.55
191 5 -0.2 0.2 0.25 0.6
191 6 -0.15 0.2 0.3 0.6
191 7 -0.15 0.25 0.3 0.75
192 0 -0.1 0.2 0.2 0.45
192 1 -0.1 0.2 0.25 0.5
192 2 -0.1 0.25 0.25 0.55
192 3 -0.1 0.25 0.25 0.5
192 4 -0.15 0.25 0.2 0.5
192 5 -0.1 0.25 0.2 0.5
192 6 -0.1 0.25 0.25 0.55
192 7 -0.1 0.25 0.25 0.6
193 0 -0.1 0.25 0.2 0.45
193 1 -0.1 0.25 0.2 0.45
193 2 -0.1 0.25 0.2 0.45
193 3 -0.1 0.25 0.2 0.45
193 4 -0.1 0.25 0.2 0.45
193 5 -0.1 0.25 0.2 0.45
193 6 -0.05 0.3 0.15 0.45
193 7 -0.05 0.3 0.2 0.5
194 0 -0.05 0.25 0.15 0.4
194 1 -0.05 0.25 0.15 0.45
194 2 -0.05 0.25 0.15 0.45
194 3 -0.05 0.25 0.15 0.4
194 4 -0.05 0.25 0.15 0.4
194 5 -0.05 0.25 0.15 0.45
194 6 -0.05 0.3 0.15 0.4
194 7 0 0.3 0.15 0.4
195 0 0 0.25 0.15 0.4
195 1 0 0.25 0.15 0.4
195 2 0 0.25 0.15 0.4
195 3 0 0.25 0.1 0.4
195 4 0 0.25 0.1 0.4
195 5 0 0.25 0.05 0.4
195 6 0 0.3 0.05 0.4
195 7 0 0.35 0.1 0.4
196 0 0.05 0.25 0.1 0.35
196 1 0 0.25 0.1 0.35
196 2 0.05 0.25 0.1 0.35
196 3 0 0.25 0.1 0.4
196 4 0.05 0.25 0.1 0.4
196 5 0.05 0.25 0.15 0.4
196 6 0.05 0.35 0.1 0.4
196 7 0.05 0.35 0.05 0.35
197 0 0.05 0.25 0.1 0.35
197 1 0.05 0.25 0.1 0.35
197 2 0.1 0.25 0.1 0.35
197 3 0.1 0.25 0.1 0.35
197 4 0.05 0.25 0.05 0.35
197 5 0.05 0.25 0 0.35
197 6 0.1 0.35 0.1 0.35
197 7 0.1 0.35 0.1 0.35
198 0 nan nan nan nan
198 1 nan nan nan nan
198 2 nan nan nan nan
198 3 nan nan nan nan
198 4 nan nan nan nan
198 5 nan nan nan nan
198 6 nan nan nan nan
198 7 nan nan nan nan
199 0 nan nan nan nan
199 1 nan nan nan nan
199 2 nan nan nan nan
199 3 nan nan nan nan
199 4 nan nan nan nan
199 5 nan nan nan nan
199 6 nan nan nan nan
199 7 nan nan nan nan
200 0 -0.25 0.25 0.35 0.65
200 1 -0.25 0.2 0.35 0.65
200 2 -0.25 0.2 0.35 0.65
200 3 -0.25 0.2 0.35 0.65
200 4 -0.25 0.2 0.35 0.65
200 5 -0.25 0.25 0.4 0.65
200 6 -0.25 0.2 0.4 0.7
200 7 -0.25 0.2 0.25 0.75
201 0 -0.1 0.2 0.3 0.55
201 1 -0.1 0.25 0.3 0.55
201 2 -0.1 0.25 0.3 0.6
201 3 -0.1 0.25 0.3 0.55
201 4 -0.1 0.25 0.3 0.6
201 5 -0.1 0.25 0.35 0.65
201 6 -0.1 0.25 0.35 0.7
201 7 -0.1 0.3 0.35 0.65
202 0 -0.05 0.25 0.25 0.5
202 1 -0.05 0.25 0.25 0.5
202 2 -0.05 0.25 0.25 0.55
202 3 -0.05 0.25 0.25 0.55
202 4 -0.05 0.25 0.25 0.55
202 5 -0.05 0.25 0.25 0.55
202 6 -0.05 0.3 0.25 0.55
202 7 -0.1 0.35 0.2 0.55
203 0 0 0.25 0.2 0.45
203 1 -0.05 0.25 0.2 0.5
203 2 -0.05 0.25 0.25 0.5
203 3 -0.05 0.25 0.25 0.55
203 4 -0.05 0.25 0.25 0.55
203 5 -0.1 0.25 0.25 0.5
203 6 -0.05 0.3 0.25 0.8
203 7 -0.05 0.35 0.2 0.55
204 0 0 0.25 0.2 0.45
204 1 0 0.25 0.2 0.45
204 2 0 0.25 0.2 0.45
204 3 0 0.25 0.2 0.45
204 4 -0.05 0.25 0.2 0.5
204 5 0 0.25 0.15 0.45
204 6 0.05 0.35 0.2 0.45
204 7 0.05 0.35 0.2 0.5
205 0 0.05 0.25 0.2 0.4
205 1 0.05 0.25 0.2 0.45
205 2 0 0.25 0.2 0.45
205 3 0.05 0.25 0.2 0.45
205 4 0.05 0.25 0.2 0.45
205 5 0.05 0.25 0.2 0.45
205 6 0.05 0.35 0.15 0.45
205 7 0.05 0.35 0.2 0.45
206 0 0.05 0.25 0.15 0.4
206 1 0.05 0.25 0.15 0.4
206 2 0.05 0.25 0.15 0.4
206 3 0.1 0.25 0.15 0.4
206 4 0 0.3 0.15 0.4
206 5 0.1 0.25 0.15 0.4
206 6 0.1 0.35 0.15 0.4
206 7 0.1 0.35 0.15 0.4
207 0 nan nan nan nan
207 1 nan nan nan nan
207 2 nan nan nan nan
207 3 nan nan nan nan
207 4 nan nan nan nan
207 5 nan nan nan nan
207 6 nan nan nan nan
207 7 nan nan nan nan
208 0 nan nan nan nan
208 1 nan nan nan nan
208 2 nan nan nan nan
208 3 nan nan nan nan
208 4 nan nan nan nan
208 5 nan nan nan nan
208 6 nan nan nan nan
208 7 nan nan nan nan
209 0 nan nan nan nan
209 1 nan nan nan nan
209 2 nan nan nan nan
209 3 nan nan nan nan
209 4 nan nan nan nan
209 5 nan nan nan nan
209 6 nan nan nan nan
209 7 nan nan nan nan
210 0 -0.15 0.25 0.4 0.65
210 1 -0.2 0.25 0.4 0.65
210 2 -0.15 0.25 0.4 0.65
210 3 -0.2 0.25 0.4 0.65
210 4 -0.2 0.25 0.4 0.65
210 5 -0.2 0.25 0.3 0.65
210 6 -0.2 0.3 0.4 0.75
210 7 -0.2 0.35 0.45 0.75
211 0 -0.05 0.25 0.35 0.6
211 1 -0.05 0.25 0.35 0.65
211 2 -0.05 0.25 0.35 0.65
211 3 -0.05 0.25 0.35 0.65
211 4 -0.05 0.25 0.35 0.65
211 5 -0.05 0.25 0.35 0.65
211 6 -0.05 0.3 0.35 0.7
211 7 -0.25 0.35 0.3 0.75
212 0 0 0.25 0.3 0.65
212 1 -0.1 0.25 0.3 0.65
212 2 -0.1 0.25 0.3 0.65
212 3 0 0.25 0.3 0.65
212 4 0 0.25 0.25 0.65
212 5 0 0.25 0.3 0.65
212 6 0 0.3 0.35 0.7
212 7 0 0.3 0.3 0.65
213 0 0 0.25 0.25 0.65
213 1 0.05 0.25 0.25 0.65
213 2 0 0.25 0.25 0.6
213 3 0 0.25 0.25 0.6
213 4 0 0.25 0.25 0.6
213 5 0 0.25 0.25 0.6
213 6 0 0.3 0.3 0.55
213 7 0 0.35 0.3 0.75
214 0 0.05 0.25 0.25 0.6
214 1 0.05 0.25 0.25 0.6
214 2 0.05 0.25 0.25 0.5
214 3 0.05 0.25 0.25 0.5
214 4 0.05 0.25 0.2 0.5
214 5 0.05 0.25 0.25 0.55
214 6 0.05 0.3 0.25 0.65
214 7 0.05 0.35 0.2 0.7
215 0 0.05 0.25 0.2 0.45
215 1 0.05 0.25 0.2 0.45
215 2 0.05 0.25 0.25 0.45
215 3 0.05 0.25 0.2 0.45
215 4 0.05 0.25 0.25 0.45
215 5 0.05 0.25 0.2 0.5
215 6 0.1 0.35 0.2 0.5
215 7 0.05 0.35 0.25 0.5
216 0 0.1 0.25 0.15 0.4
216 1 0.1 0.25 0.2 0.4
216 2 0.1 0.25 0.2 0.4
216 3 0.1 0.3 0.2 0.4
216 4 0.1 0.25 0.2 0.4
216 5 -0.1 0.05 0.4 0.6
216 6 0.15 0.35 0.15 0.45
216 7 0.1 0.35 0.2 0.45
217 0 nan nan nan nan
217 1 nan nan nan nan
217 2 nan nan nan nan
217 3 nan nan nan nan
217 4 nan nan nan nan
217 5 nan nan nan nan
217 6 nan nan nan nan
217 7 nan nan nan nan
218 0 nan nan nan nan
218 1 nan nan nan nan
218 2 nan nan nan nan
218 3 nan nan nan nan
218 4 nan nan nan nan
218 5 nan nan nan nan
218 6 nan nan nan nan
218 7 nan nan nan nan
219 0 nan nan nan nan
219 1 nan nan nan nan
219 2 nan nan nan nan
219 3 nan nan nan nan
219 4 nan nan nan nan
219 5 nan nan nan nan
219 6 nan nan nan nan
219 7 nan nan nan nan
220 0 -0.05 0.25 0.4 0.65
220 1 0 0.25 0.4 0.65
220 2 -0.05 0.25 0.4 0.65
220 3 -0.05 0.25 0.35 0.65
220 4 0.05 0.25 0.4 0.65
220 5 0.05 0.25 0.45 0.65
220 6 -0.05 0.3 0.45 0.75
220 7 0 0.35 0.4 0.75
221 0 0 0.25 0.35 0.65
221 1 0 0.25 0.35 0.65
221 2 0 0.25 0.4 0.65
221 3 0 0.25 0.35 0.65
221 4 0 0.25 0.4 0.65
221 5 0 0.25 0.35 0.65
221 6 0 0.3 0.4 0.75
221 7 0.05 0.35 0.35 0.8
222 0 0 0.25 0.3 0.65
222 1 0.05 0.25 0.35 0.65
222 2 0 0.25 0.35 0.65
222 3 0 0.25 0.35 0.65
222 4 0 0.25 0.35 0.65
222 5 0 0.25 0.35 0.65
222 6 0.05 0.35 0.35 0.75
222 7 0.05 0.35 0.35 0.75
223 0 0.05 0.25 0.3 0.65
223 1 0.05 0.25 0.3 0.65
223 2 0.05 0.25 0.3 0.65
223 3 0.05 0.25 0.35 0.65
223 4 0.05 0.25 0.35 0.65
223 5 0.05 0.25 0.35 0.65
223 6 0.05 0.35 0.35 0.7
223 7 0.1 0.35 0.35 0.75
224 0 0.05 0.25 0.3 0.6
224 1 0.1 0.25 0.3 0.6
224 2 0.05 0.25 0.3 0.6
224 3 0.05 0.25 0.3 0.6
224 4 0.05 0.25 0.3 0.55
224 5 0.1 0.25 0.35 0.55
224 6 0.1 0.35 0.3 0.65
224 7 0.1 0.35 0.3 0.6
225 0 0.1 0.25 0.25 0.45
225 1 0.1 0.25 0.25 0.45
225 2 0.1 0.25 0.25 0.5
225 3 0.1 0.25 0.25 0.45
225 4 nan nan nan nan
225 5 nan nan nan nan
225 6 0.15 0.35 0.25 0.5
225 7 0.1 0.35 0.3 0.5
